id_str,score,place_typefull_nametext,,,extended_tweet,re_tweet,,,
1.05801E+18,3,,,@sprintcare @MichelCombes You as well,,,,,
1.05801E+18,1,,,@sprintcare @VerizonDeals @verizon you got any deals for current Sprint customers?,,,,,
1.05801E+18,3,,,@sprintcare @MichelCombes Ok!,,,,,
1.05801E+18,2,,,@sprintcare Finally got through and they told me there was an outage. All good today.,,,,,
1.05801E+18,2,,,@lesly_Noemii @sprint Right they be playing with their bills too,,,,,
1.05801E+18,1,,,@sprintcare I’m hearing VOLTE rollout is happening in some markets for iOS devices. How can I check if I can get VOLTE?,,,,,
1.05801E+18,1,,,Stupidly I tried to switch to @Verizon. The salesperson said 3/4 of us had to have phone shipped. Wasn't true but b… https://t.co/Wl0sfX2de5,Stupidly I tried to switch to @Verizon. The salesperson said 3/4 of us had to have phone shipped. Wasn't true but believed him. Next day 3/4 phones don't work at all because @Sprint ported the numbers and disconnected accounts. So no phones. @Verizon chat on FB reads like....,,,,
1.05801E+18,1,,,So @sprintcare I see you guys ignored my tweet. Couldn’t make any outgoing calls or incoming calls yesterday. Are y… https://t.co/NGqCGFBAKd,So @sprintcare I see you guys ignored my tweet. Couldn’t make any outgoing calls or incoming calls yesterday. Are you guys crediting accounts or what? I bet @ATT don’t treat their customers like this. Smh,,,,
1.05801E+18,1,,,... Try to chat on website but you can't unless your account is activated. Can't activate without phones. And phone… https://t.co/f1sP8VCzuA,"... Try to chat on website but you can't unless your account is activated. Can't activate without phones. And phones aren't activated, but yet you disconnected @Sprint. After chasing that logic circle for 2 hours I call around and find store with the phone in stock...",,,,
1.05801E+18,1,,,This is what cell data I’m getting with @sprint right now. Today my phone is getting payed off and I am going to sw… https://t.co/3KwW8b788L,This is what cell data I’m getting with @sprint right now. Today my phone is getting payed off and I am going to switch to @verizon. I will be much more happy when it comes. https://t.co/hmqfF1dVrO,,,,
1.05801E+18,1,,,"RT @sprintnews: .@Sprint to Offer New #iPadPro with All-Screen Design, the Most Advanced and Powerful #iPad Ever https://t.co/Dx0IiEQHVx ht…",,".@Sprint to Offer New #iPadPro with All-Screen Design, the Most Advanced and Powerful #iPad Ever… https://t.co/rWC1R2DOhl",,,
1.05801E+18,1,,,"RT @sprintnews: .@Sprint to Offer New #iPadPro with All-Screen Design, the Most Advanced and Powerful #iPad Ever https://t.co/Dx0IiEQHVx ht…",,".@Sprint to Offer New #iPadPro with All-Screen Design, the Most Advanced and Powerful #iPad Ever… https://t.co/rWC1R2DOhl",,,
1.05801E+18,2,,,"@sprintcare That was 13 hours ago, it’s back up",,,,,
1.05801E+18,2,,,Hey @sprint it’s been 48 hours since you said yes u would have the advance network team contact me but yet you guys… https://t.co/vtK72KDdOz,Hey @sprint it’s been 48 hours since you said yes u would have the advance network team contact me but yet you guys just gave me the run around once again looks like it needs to be reported to the better business bureau!,,,,
1.05801E+18,1,,,@sprintcare @sprint NO SERVICE SINCE YESTERDAY THIS IS TOTALLY UNACCEPTABLE!!!!,,,,,
1.05801E+18,2,,,Word up bro!!!,,,,,
1.05801E+18,1,,,... I'm having problems because I couldn't call them to verify security on account. I'M STANDING IN YOUR STORE AND… https://t.co/H1gKmudpoQ,"... I'm having problems because I couldn't call them to verify security on account. I'M STANDING IN YOUR STORE AND YOU KNOW IT! @Sprint took over 1.5 hours to do one simple task too, this is both companies being impossible. Looking at carrier-free options today. Ideas?",,,,
1.05801E+18,1,city,"Chicago, IL",@sarah_mearhoff @sprint Not until late last night 😒 But ran into a neighbor who let me borrow her phone for a few minutes!,,,,,
1.05801E+18,2,,,Same here! Tired of sprint,,,,,
1.05801E+18,2,,,@sprintcare @sprintcare I love how your team sent me a text to call them when clearly the issue is I cant make outg… https://t.co/fIMazWHcv8,@sprintcare @sprintcare I love how your team sent me a text to call them when clearly the issue is I cant make outgoing calls 🤷‍♀️ https://t.co/1EhjGfCCpY,,,,
1.05801E+18,1,city,"Franklin, TN","@spiceadams @sprint @sprintcare #bettermatters, give @verizon a call.",,,,,
1.05801E+18,2,,,"Sitting in Denver, CO, but all of my apps think I’m in Chicago. ⁦@sprintcare⁩ what’s up? https://t.co/8FeaNJ7DJR",,,,,
1.05801E+18,1,,,"@MichelCombes @sprint Service is trash, no data while on calls, dropped calls, phones that don't work, run-a-round… https://t.co/iTM3yLWlNg","@MichelCombes @sprint Service is trash, no data while on calls, dropped calls, phones that don't work, run-a-round customer service. Can't wait for the last year of my contract to be over!",,,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,"RT @drew4955: Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on my brand ne…",,"Yo @sprint, it’s really sweet that i pay $100+ dollars a month for my phone plan, and i can’t even make a call on m… https://t.co/kceBIVxyEV",,,
1.05801E+18,1,,,@sprintcare I still only have two bars in my home,,,,,
1.05801E+18,1,,,"RT @MichelCombes: One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong financia…",,"One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong fi… https://t.co/qTSfJMBYtt",,,
1.05801E+18,1,,,"RT @MichelCombes: One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong financia…",,"One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong fi… https://t.co/qTSfJMBYtt",,,
1.05801E+18,1,,,"RT @MichelCombes: One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong financia…",,"One thing is for sure: @Sprint, we never stand still. My #SprintFam team and I are continuing to focus on strong fi… https://t.co/qTSfJMBYtt",,,
1.05801E+18,1,,,RT @SprintCTO: #LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our customers 2…,,#LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our cu… https://t.co/I4zH5ABlaW,,,
1.05801E+18,1,,,RT @SprintCTO: #LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our customers 2…,,#LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our cu… https://t.co/I4zH5ABlaW,,,
1.05801E+18,1,,,RT @SprintCTO: #LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our customers 2…,,#LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our cu… https://t.co/I4zH5ABlaW,,,
1.05801E+18,1,,,RT @SprintCTO: #LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our customers 2…,,#LTEAdvanced is a crucial stepping stone to #5G - I am proud to announce that @Sprint’s LTE-A Network brings our cu… https://t.co/I4zH5ABlaW,,,
1.05801E+18,1,,,@sprintcare So I heard the outage wasn't Sprints fault that it was a fiber cut from the routing company.  Thanks fo… https://t.co/t8o3fn7XZd,@sprintcare So I heard the outage wasn't Sprints fault that it was a fiber cut from the routing company.  Thanks for getting it back up so quick still better then the other carriers I was with.,,,,
1.05801E+18,2,,,@sprintcare @MichelCombes One last question. It says installments on sams website. For 24 months. Would that be the… https://t.co/C3vCiQdjxM,@sprintcare @MichelCombes One last question. It says installments on sams website. For 24 months. Would that be the same as the flex lease? Thanks.,,,,
1.05801E+18,1,,,@CarleyMossbrook @sprint ~ugh~ at least you were able to borrow from someone!,,,,,
1.05801E+18,2,,,@sprintcare would you like to lose a customer?,,,,,
1.05801E+18,1,,,@Steffibaybe_x3 @sprint Oh hell no. I’d be flipping out. I paid off one of our iPhones already and they better not… https://t.co/A8C6WZh25i,@Steffibaybe_x3 @sprint Oh hell no. I’d be flipping out. I paid off one of our iPhones already and they better not pull that with me bc they’re friggin expensive,,,,
1.05801E+18,1,,,@sprintcare It happened here in California too for about six hours I was trying to call my daughter from my Verizon… https://t.co/FCCSPfUPv1,"@sprintcare It happened here in California too for about six hours I was trying to call my daughter from my Verizon phone, it would not let the call go through she has a Sprint iPhone X. It pissed me off because I pay for it!",,,,
1.05801E+18,1,,,"I gotta get outta this relationship with @sprint service is awful, but they have good deals smh",,,,,
1.05801E+18,1,,,@sprintcare Do we get a bill credit for almost 16 hours of down time?,,,,,
1.05802E+18,2,,,@sprintcare @MichelCombes Thanks again,,,,,
1.05802E+18,1,,,@sprintcare @MichelCombes I am waiting for your contact. 🤔,,,,,
1.05802E+18,2,,,@sprintcare What about a reimbursement for my business inconvenience?,,,,,
1.05802E+18,1,,,@sprint you outta feel ashamed cheating people for that poor service. Aren't you guys going under anyway. Isnt anot… https://t.co/7IPduwl0wm,@sprint you outta feel ashamed cheating people for that poor service. Aren't you guys going under anyway. Isnt another carrier buying you out?,,,,
1.05802E+18,1,,,@sprintcare service is still down . I switched about 3 months ago and am regretting this decision This is ridiculou… https://t.co/AI7PxlmIdo,"@sprintcare service is still down . I switched about 3 months ago and am regretting this decision This is ridiculous your service is down everywhere  , when will services be fixed and up and running . I expect a bill credit for this . 60804 and 60652",,,,
1.05802E+18,1,,,@SPRINT!!!! GET THIS SHIT 2GETHER!! U CHARGE WAAAAY 2 MUCH 4 THIS TRASH SERVICE ANYWAY!!!@,,,,,
1.05802E+18,1,,,@sprintcare No they didn’t I have no voice mail it text like you stated I can screenshot,,,,,
1.05802E+18,1,,,@sprintcare @LethalPhatGuy Well your aiming is way way off! Satisfaction and sprint don't go tougher,,,,,
1.05802E+18,1,,,So @sprint decides that I don't need voicemail even though I pay extra for it and their customer service is too bus… https://t.co/K69VSze3Yw,So @sprint decides that I don't need voicemail even though I pay extra for it and their customer service is too busy to help me. I have had Sprint svc forever but may need to look elsewhere now.,,,,
1.05802E+18,1,,,@sprintcare Even with an open ticket and voice mails the okcsprint support im still in roaming hell! No ones called me back!,,,,,
1.05802E+18,2,,,@sprintcare Yay,,,,,
1.05802E+18,1,,,@sprint why y’all service fucking up so bad 😩,,,,,
1.05802E+18,1,,,"I feel like since Sprint pulled that bullshit yesterday, everyone who experienced it shouldn’t have to pay their ph… https://t.co/5Fg6DyMsB6","I feel like since Sprint pulled that bullshit yesterday, everyone who experienced it shouldn’t have to pay their phone bill this month🤷🏽‍♀️😂 @sprint",,,,
1.05802E+18,1,,,@TTV_AlaricW @sprint @verizon Might do some looking around to see if anyone is buying out contracts if you think it… https://t.co/XRb4ZYwDee,@TTV_AlaricW @sprint @verizon Might do some looking around to see if anyone is buying out contracts if you think it's the carrier and not the phone too. I'd back up what you need to back up and try a factory reset first though.,,,,
1.05802E+18,1,,,@95neoner @sprint @verizon Already tried a factory reset,,,,,
1.05802E+18,2,,,@boesavage,,,,,
1.05802E+18,1,,,@TTV_AlaricW @sprint @verizon Might be conflicting with an update for the phone then. I've got a notification on mi… https://t.co/7xBN9pkeXZ,@TTV_AlaricW @sprint @verizon Might be conflicting with an update for the phone then. I've got a notification on mine that the next update for it was released 76 days ago. Haha,,,,
1.05802E+18,1,,,@polarisrider48 @sprintcare Sprint clearly hates children!,,,,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,3,,,What are some good phone carriers guys? I have to end this thing with @sprint !! I’m a stickler for good customer service and integrity.,,,,,
1.05802E+18,1,,,"@sprintcare When will another cell tower be put out in this area, there are new homes over here. This is not good at all.",,,,,
1.05802E+18,1,,,@sprintcare Just received my new RED Hydrogen One phone only to find out that #Sprint can't activate an unlocked ph… https://t.co/abvBsl9XR5,"@sprintcare Just received my new RED Hydrogen One phone only to find out that #Sprint can't activate an unlocked phone that will work on AT&amp;T, Verizon &amp; about any other micro-carrier out there. 7 year Sprint customer &amp; I'm probably going to have to switch carriers over this fail.",,,,
1.05802E+18,1,,,I’m leaving you all @sprintcare Your representatives are not helpful at all. Your bill payment is not working for me!,,,,,
1.05802E+18,3,,,@sprintcare Where is our credit,,,,,
1.05802E+18,1,,,@sprintcare This is an untrue statement. Your services are still completely down according to the call center. With no timely response.,,,,,
1.05802E+18,1,,,"RT @MichelCombes: Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and the dat…",,"Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and t… https://t.co/1UR984DQyg",,,
1.05802E+18,1,,,"RT @MichelCombes: Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and the dat…",,"Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and t… https://t.co/1UR984DQyg",,,
1.05802E+18,1,,,"RT @MichelCombes: Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and the dat…",,"Looking to the future, we’ve been investing heavily in building a digital-first experience for our customers, and t… https://t.co/1UR984DQyg",,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,1,,,RT @JazBlocker: Trash ass service https://t.co/GDfLgSQKLo,,Trash ass service https://t.co/GDfLgSQKLo,,,
1.05802E+18,1,,,"RT @MichelCombes: As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdoor sma…",,"As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdo… https://t.co/G2ROAKXxaL",,,
1.05802E+18,1,,,"RT @MichelCombes: As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdoor sma…",,"As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdo… https://t.co/G2ROAKXxaL",,,
1.05802E+18,1,,,"RT @MichelCombes: As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdoor sma…",,"As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdo… https://t.co/G2ROAKXxaL",,,
1.05802E+18,1,,,"RT @MichelCombes: As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdoor sma…",,"As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdo… https://t.co/G2ROAKXxaL",,,
1.05802E+18,1,,,"RT @MichelCombes: As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdoor sma…",,"As part of our Next-Gen Network build, we’ve rolled out 2.5GHz to 70% of our macro sites, in addition to more outdo… https://t.co/G2ROAKXxaL",,,
1.05802E+18,1,,,RT @PhilDMV: #BABYSHARK up in here in Reston!!! #SprintTrainingCamp #SprintFam @jajones83 @MidAtlMonsters @sprint @SprintMidAtl @adamkriege…,,#BABYSHARK up in here in Reston!!! #SprintTrainingCamp #SprintFam @jajones83 @MidAtlMonsters @sprint @SprintMidAtl… https://t.co/BNJd742vu0,,,
1.05802E+18,1,,,RT @PhilDMV: #BABYSHARK up in here in Reston!!! #SprintTrainingCamp #SprintFam @jajones83 @MidAtlMonsters @sprint @SprintMidAtl @adamkriege…,,#BABYSHARK up in here in Reston!!! #SprintTrainingCamp #SprintFam @jajones83 @MidAtlMonsters @sprint @SprintMidAtl… https://t.co/BNJd742vu0,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,"@spiceadams @sprint @sprintcare If it’s major, hit me on my pager 📟",,,,,
1.05802E+18,2,,,@sprintcare Thanks for checking. Service seems to be working again.,,,,,
1.05802E+18,1,,,@sprint What's up with your absolutely terrible customer service and terrible policies? Paid off a phone on Saturda… https://t.co/chBuv91YuD,"@sprint What's up with your absolutely terrible customer service and terrible policies? Paid off a phone on Saturday, been told on 3 difference occasions now that it'll just be 48 more hours. 5 days later - still no phone. Trash",,,,
1.05802E+18,3,,,@sprint Hey Sprint! I just received the Sprint magic Box! Is it Free to use?,,,,,
1.05802E+18,1,,,"With a new month ahead of us, it’s only right that I remind you that @sprint is by far the worst mobile provider on… https://t.co/BqIqXpk08w","With a new month ahead of us, it’s only right that I remind you that @sprint is by far the worst mobile provider on this planet. If you’re ever thinking about signing up for services with them, don’t.",,,,
1.05802E+18,1,,,"@SmashDawg @DigitalTrends Overland Park, KS by I-435 &amp; Nall, down the street from the @Sprint world headquarters.… https://t.co/Eb5uu7mNwO","@SmashDawg @DigitalTrends Overland Park, KS by I-435 &amp; Nall, down the street from the @Sprint world headquarters.  Ran this speed test from an iPhone 8.... https://t.co/PAJSd4tbM8",,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,RT @sprintnews: .@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities by @Sprin…,,.@Sprint Reaches Nationwide #LTEAdvanced Milestone and Delivers Gigabit-Class Performance in More than 225 Cities b… https://t.co/nCoCjhUCzW,,,
1.05802E+18,1,,,@ChuckCallesto @CNN RACIST! @HECParis @AstraZeneca @etrade @sprint @SelectQuoteIns @WellsFargo @AARP @GreatCallInc… https://t.co/rwO8q1cyjl,@ChuckCallesto @CNN RACIST! @HECParis @AstraZeneca @etrade @sprint @SelectQuoteIns @WellsFargo @AARP @GreatCallInc @Philips @subaru_usa @GEICO @bostonmarket @Overstock @LibertyMutual @LiveWellFC @AmericanCoal @UOPX @pparx @Dodge @Hyundai @CareerBuilder @JosABank @Zurich @JNJNews @exxonmobil https://t.co/k8T0fwsHJH,,,,
1.05802E+18,1,,,@sprintcare non stop LTE issues in Michigan today. Any updates?,,,,,
1.05802E+18,1,,,https://t.co/9HpYfAO872 @CAFireFound @CAFirefighters @CAFireScanner @cafiresafe #California #Firefighters #USA #5G… https://t.co/O9BDQAemAz,https://t.co/9HpYfAO872 @CAFireFound @CAFirefighters @CAFireScanner @cafiresafe #California #Firefighters #USA #5G Cities rolling this out will tell you it's safe...BS! #Microwave #millimeter wave #radiation is HAZARDOUS to your health! @verizon @ATT @sprint @TMobile #Cancer https://t.co/bB52gEN5GH,,,,
1.05802E+18,1,,,I just sold my 8% share of @BuschBeer to embark on a new journey with a 12% share of   @sprint 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ Time… https://t.co/ALRwoL19xw,I just sold my 8% share of @BuschBeer to embark on a new journey with a 12% share of   @sprint 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ Time will tell if I made a smart choice.#MakeSprintGreatAgain #DrainingtheSwamp,,,,
1.05802E+18,2,,,@sprint are you going to come out and tell your customers know what happened yesterday,,,,,
1.05802E+18,1,,,@sprintcare Will there be any credit issued for the lack of service and lack of notice of the cause or existence of… https://t.co/fLPBiIk2H1,@sprintcare Will there be any credit issued for the lack of service and lack of notice of the cause or existence of the issue in the first place?,,,,
1.05802E+18,2,,,@sprintcare Fuck you sprint,,,,,
1.05802E+18,3,,,@sprint y’all got the bag and start fumbling it. Fuck is wrong with y’all?,,,,,
1.05802E+18,2,,,RT @therealkoachp: What are some good phone carriers guys? I have to end this thing with @sprint !! I’m a stickler for good customer servic…,,What are some good phone carriers guys? I have to end this thing with @sprint !! I’m a stickler for good customer service and integrity.,,,
1.05802E+18,2,,,RT @therealkoachp: What are some good phone carriers guys? I have to end this thing with @sprint !! I’m a stickler for good customer servic…,,What are some good phone carriers guys? I have to end this thing with @sprint !! I’m a stickler for good customer service and integrity.,,,
1.05802E+18,1,,,@MichelCombes @sprint Cancel Placed stop payment on Allen ‘s criminal scheme PriMerica (see CHASE STOP PAYMENT) cop… https://t.co/G0Jlv76HDL,@MichelCombes @sprint Cancel Placed stop payment on Allen ‘s criminal scheme PriMerica (see CHASE STOP PAYMENT) copies mailed pending proof of cancellation,,,,
1.05802E+18,1,,,@sprintcare @MichelCombes San Antonio store Loop 1604 and Blanco rd. Customer for 14 years asked for help and they… https://t.co/KUIxVaBdI2,@sprintcare @MichelCombes San Antonio store Loop 1604 and Blanco rd. Customer for 14 years asked for help and they pushed me off to the website excuse me “encouraged” to use the website,,,,
1.05802E+18,1,,,@sprint wanna tell me why i pay $100 for my bill yet my data isn’t working,,,,,
1.05802E+18,1,,,@PetroWebOps @Apple @sprint @TMobile Keep in mind CDMA has been fairly well sent to the sidelines with the advent o… https://t.co/bJ32hZ9flS,"@PetroWebOps @Apple @sprint @TMobile Keep in mind CDMA has been fairly well sent to the sidelines with the advent of LTE. Verizon, for example, has a CDMA network. All their new phones…have SIM cards because LTE requires them. CDMA is only used for the old 2/3G standards at this point.",,,,
1.05802E+18,1,,,@PetroWebOps @Apple @sprint @TMobile I personally find the dual SIM thing pretty useful though for international tr… https://t.co/S7pWTeDHcR,"@PetroWebOps @Apple @sprint @TMobile I personally find the dual SIM thing pretty useful though for international travel. If I use the eSIM as my primary here in the US, I can easily stuff a SIM from 3 in the phone when in the UK and have both my numbers work.",,,,
1.05802E+18,1,,,@blackbooker @Apple @sprint @TMobile Interesting. Good to know. I wonder what it’s going to look like for 5G though… https://t.co/CdKVgnuUds,@blackbooker @Apple @sprint @TMobile Interesting. Good to know. I wonder what it’s going to look like for 5G though once these companies work together?,,,,
1.05802E+18,1,,,@JohnLegere Well @sprint is overcharging my bill and neglected to tell me I could have gotten the iPhone X for less… https://t.co/bO5S38QV8w,@JohnLegere Well @sprint is overcharging my bill and neglected to tell me I could have gotten the iPhone X for less than they gave me a 7+ so let’s talk shop then ❤️,,,,
1.05802E+18,1,,,@VZWSupport I've been with @Sprint since they opened their first store in Tucson. If you can't even have someone ca… https://t.co/MnHzfLSd1i,@VZWSupport I've been with @Sprint since they opened their first store in Tucson. If you can't even have someone call me to discuss I think our relationship is over before it started. Treating me like a Tinder hookup is disrespectful.,,,,
1.05802E+18,2,,,You have the shittiest network in the whole country @sprint,,,,,
1.05803E+18,1,,,@JohnLegere I’d be able to switch from @sprint to @TMobile and hopefully have better service. And hopefully better customer service,,,,,
1.05803E+18,2,,,@sprintcare @imex99 Was out in Columbus Ohio for several hours yesterday,,,,,
1.05803E+18,2,,,Thinking about making the switch from @sprint to a different carrier very soon!! I need consistency in cell service… https://t.co/jQzm3lFgnM,Thinking about making the switch from @sprint to a different carrier very soon!! I need consistency in cell service and not spotty areas all the time. @TMobile @ATT @USCellular,,,,
1.05803E+18,1,,,RT @GuiltFreeTips: Cancer Expert Declares Cell Phone and Wireless Radiation as Carcinogenic to Humans https://t.co/9fso6KR95W https://t.co/…,,Cancer Expert Declares Cell Phone and Wireless Radiation as Carcinogenic to Humans https://t.co/9fso6KR95W https://t.co/7HN32hWwR3,,,
1.05803E+18,1,,,My service was out in Columbus Ohio area for several hours. It severely impacted my work @sprintcare,,,,,
1.05803E+18,1,,,@sprint @sprintcare I'm STILL unable to make calls. The issue has not been resolved on the east coast. 3 months in… https://t.co/PeQGPsNWh6,@sprint @sprintcare I'm STILL unable to make calls. The issue has not been resolved on the east coast. 3 months in and I'm very dissatisfied with this service,,,,
